etID  | Input | Late Latin | Output {GOLD}
450    | #mˌoliːn̪ˈaːrium# | *#mˌɔlin̪ˈɑrʝo# | *#mun̪ˈaɾə# {GOLD: #muln̪ˈe#}
451    | #bˌon̪it̪ˈaːt̪em# | *#bˌɔn̪et̪ˈɑt̪ɛ# | *#bun̪t̪ˈat̪# {GOLD: #bun̪d̪ˈat#}
452    | #ˌarkʰid̪iˈakon̪um# | *#ˌɑrceʝʝˈɑkɔn̪o# | *#əsəʒˈak# {GOLD: #ərd̪iˈakə#}
453    | #kˌerebˈellum# | *#cˌɛrɛβˈɛllo# | *#sirbˈɛʎ# {GOLD: #sərbˈeʎ#}
454    | #kˌon̪siːd̪erˈaːre# | *#kˌosid̪ɛrˈɑrɛ# | *#kuʃʎˈa# {GOLD: #kun̪siðəɾˈa#}
455    | #kˌoloːrˈaːre# | *#kˌɔlorˈɑrɛ# | *#kuʎˈa# {GOLD: #kulrˈa#}
456    | #pˌekt̪orˈaːlem# | *#pˌɛxt̪ɔrˈɑlɛ# | *#pijðuɾˈal# {GOLD: #pit̪ɾˈal#}
457    | #lˌaboːrˈaːre# | *#lˌɑβorˈɑrɛ# | *#ʎəwlˈa# {GOLD: #ʎəwɾˈa#}
458    | #kˌomput̪ˈaːre# | *#kˌɔmpot̪ˈɑrɛ# | *#kumpuðˈa# {GOLD: #kumt̪ˈa#}
459    | #ˌawellˈaːn̪am# | *#ˌɑβʷɛllˈɑn̪ɑ# | *#əβʎˈan̪ə# {GOLD: #əβəʎˈan̪ə#}
460    | #pˌet̪rikˈoːsum# | *#pˌɛt̪rekˈoso# | *#pərkˈos# {GOLD: #pəðɾəɣˈos#}
461    | #wˌolun̪t̪ˈaːt̪em# | *#βʷˌɔlon̪t̪ˈɑt̪ɛ# | *#but̪ˈat̪# {GOLD: #bulun̪t̪ˈat̪#}
462    | #pˌaːpiliˈoːn̪em# | *#pˌɑpelʝˈon̪ɛ# | *#pəpʎˈo# {GOLD: #pəpəʎˈo#}
463    | #ˌeksamin̪ˈaːre# | *#ˌɛxsɑmen̪ˈɑrɛ# | *#əʃəmn̪ˈa# {GOLD: #əʃəmən̪ˈa#}
464    | #lˌen̪ikˈaːre# | *#lˌɛn̪ekˈɑrɛ# | *#ʎin̪kˈa# {GOLD: #ʎən̪əɣˈa#}
465    | #lˌumin̪ˈariam# | *#lˌomen̪ˈɑrʝɑ# | *#ʎumn̪ˈɛɾə# {GOLD: #ʎumən̪ˈeɾə#}
466    | #n̪ˌomin̪ˈaːre# | *#n̪ˌɔmen̪ˈɑrɛ# | *#rumn̪ˈa# {GOLD: #n̪umən̪ˈa#}
467    | #t̪ˌermin̪ˈaːre# | *#t̪ˌɛrmen̪ˈɑrɛ# | *#t̪ərmən̪ˈa# {GOLD: #t̪əɾməŋˈa#}
468    | #ˌin̪ɡuin̪ˈaːlem# | *#ˌeŋɡwen̪ˈɑlɛ# | *#iŋɡwən̪ˈal# {GOLD: #əŋɡun̪ˈal#}
469    | #sˌan̪ɡuin̪ˈariam# | *#sˌɑŋɡwen̪ˈɑrʝɑ# | *#səŋɡwən̪ˈɛɾə# {GOLD: #səŋɡun̪ˈeɾə#}
470    | #sˌan̪ɡuin̪ˈoːsum# | *#sˌɑŋɡwen̪ˈoso# | *#səŋɡwən̪ˈos# {GOLD: #səŋɡun̪ˈos#}
471    | #d̪ˌormiːt̪ˈoːrium# | *#d̪ˌɔrmit̪ˈorʝo# | *#d̪urmiðˈoɾə# {GOLD: #d̪urmiðˈo#}
472    | #molin̪ariu# | *#mɔlen̪ɑrʝo# | *#mulən̪əɾi# {GOLD: #mulin̪ˈe#}
473    | #t̪rˌaːd̪it̪ˈoːrem# | *#t̪rˌɑd̪et̪ˈorɛ# | *#rəðt̪ˈo# {GOLD: #t̪ɾəiðˈo#}
474    | #kˌarrikˈaːre# | *#kˌɑrrekˈɑrɛ# | *#kərəɣˈa# {GOLD: #kərəɣˈa#}
475    | #t̪rˌemulˈaːre# | *#t̪rˌɛmolˈɑrɛ# | *#rimlˈa# {GOLD: #t̪ɾəmulˈa#}
476    | #ˌamiːkit̪ˈaːt̪em# | *#ˌɑmicet̪ˈɑt̪ɛ# | *#əmt̪ˈat̪# {GOLD: #əmist̪ˈat̪#}
477    | #kˌomˌin̪it̪iˈaːre# | *#kˌɔmˌen̪et͡sʲʝˈɑrɛ# | *#kumən̪sˈa# {GOLD: #kumən̪sˈa#}
478    | #rˌekˌuperˈaːre# | *#rˌɛkˌopɛrˈɑrɛ# | *#rəɣuʎˈa# {GOLD: #rəkuβɾˈa#}
479    | #pˌellikikˈaːre# | *#pˌɛllecekˈɑrɛ# | *#piʎəskˈa# {GOLD: #pɛsiɣˈa#}
480    | #ˈan̪at̪em# | *#ˈɑn̪ɑt̪ɛ# | *#ˈan̪t̪# {GOLD: #ˈan̪ək#}
481    | #ˌaspˈaraɡum# | *#ˌɑspˈɑro# | *#əspˈa# {GOLD: #əspˈaɾək#}
482    | #rˈaphan̪um# | *#rˈɑpɑn̪o# | *#rˈap# {GOLD: #rˈaβə#}
483    | #ˈorphan̪um# | *#ˈɔrpɑn̪o# | *#ˈɔrpə# {GOLD: #ˈɔrfə#}
484    | #ˈorɡan̪um# | *#ˈɔrɡɑn̪o# | *#ˈɔrɡə# {GOLD: #ˈɔrɡə#}
485    | #skˈan̪d̪alum# | *#ˌeskˈɑn̪d̪ɑlo# | *#əskˈan̪ul# {GOLD: #əskˈan̪d̪ul#}
486    | #kˈan̪amum# | *#kˈɑn̪ɑmo# | *#kˈarm# {GOLD: #kˈan̪əm#}
487    | #bˈalsamum# | *#bˈɑɫsɑmo# | *#bˈaɫsəm# {GOLD: #bˈaɫsəm#}
488    | #t̪ˈalamum# | *#t̪ˈɑlɑmo# | *#t̪ˈam# {GOLD: #t̪ˈaləm#}
489    | #kˈin̪era# | *#cˈen̪rɑ# | *#sˈɛn̪d̪rə# {GOLD: #sˈɛn̪d̪rə#}
490    | #ɡˈen̪ere# | *#ɟˈɛn̪rɛ# | *#ʒˈɛn̪d̪r# {GOLD: #ʒˈɛn̪əɾə#}
491    | #pˈiperem# | *#pˈepɛrɛ# | *#pˈepr# {GOLD: #pˈɛβɾə#}
492    | #lˈit̪t̪eram# | *#lˈet̪t̪ɛrɑ# | *#ʎˈet̪əɾə# {GOLD: #ʎˈɛt̪ɾə#}
493    | #kˈiːmikem# | *#cˈimecɛ# | *#ˈims# {GOLD: #ʃˈiɲʃə#}
494    | #hˈospit̪em# | *#hˈɔspet̪ɛ# | *#ˈɔspət̪# {GOLD: #ˈɔst̪ə#}
495    | #pˈulikem# | *#pˈolecɛ# | *#pˈos# {GOLD: #pˈusə#}
496    | #pˈopulum# | *#pˈɔplo# | *#pˈɔwlu# {GOLD: #pˈɔbblə#}
497    | #ˈasin̪um# | *#ˈɑsen̪o# | *#ˈas# {GOLD: #ˈazə#}
498    | #hˈomin̪em# | *#hˈɔmen̪ɛ# | *#ˈɔm# {GOLD: #ˈɔmə#}
499    | #mˈarɡin̪em# | *#mˈɑrɟen̪ɛ# | *#mˈarʒə# {GOLD: #mˈarʒə#}
500    | #ˈord̪in̪em# | *#ˈɔrd̪en̪ɛ# | *#ˈɔrd̪ə# {GOLD: #ˈord̪ə#}
501    | #t̪ˈermin̪um# | *#t̪ˈɛrmen̪o# | *#t̪ˈɛrmə# {GOLD: #t̪ˈermə#}
502    | #hˈomo# | *#hˈɔmɔ# | *#ˈɔm# {GOLD: #ˈɔm#}
503    | #n̪ˈomen̪# | *#n̪ˈɔmɛ# | *#rˈɔm# {GOLD: #n̪ˈɔm#}
504    | #krˌeskˈeːre# | *#krˌɛscˈerɛ# | *#ɡrisˈe# {GOLD: #kɾˈeʃə#}
505    | #kˈurrere# | *#kˈorrɛrɛ# | *#kˈorlə# {GOLD: #kˈorə#}
506    | #st̪rˈin̪ɡere# | *#ˌest̪rˈeŋɟɛrɛ# | *#isˈeɲr# {GOLD: #əst̪ɾˈɛɲə#}
507    | #t̪ˈorkwere# | *#t̪ˈɔrkwɛrɛ# | *#t̪ˈɔrkwə# {GOLD: #t̪ˈɔrsə#}
508    | #wˈin̪kere# | *#βʷˈeŋcɛrɛ# | *#bˈeŋsə# {GOLD: #bˈɛn̪sə#}
509    | #d̪ˌomˈin̪ikum# | *#d̪ˌɔmˈen̪eko# | *#d̪umˈɛn̪k# {GOLD: #d̪umˈɛn̪ək#}
510    | #kˈawikum# | *#kˈɑwko# | *#kˈɔk# {GOLD: #kˈaβək#}
511    | #kˈurrikum# | *#kˈorreko# | *#kˈorək# {GOLD: #kˈɔrək#}
512    | #mˈan̪ikam# | *#mˈɑn̪ekɑ# | *#mˈan̪kə# {GOLD: #mˈan̪əɣə#}
513    | #mˈan̪ikum# | *#mˈɑn̪eko# | *#mˈan̪k# {GOLD: #mˈan̪ək#}
514    | #n̪ˈit̪t̪um# | *#n̪ˈet̪t̪o# | *#n̪ˈet̪u# {GOLD: #n̪ˈɛt̪#}
515    | #n̪ˈit̪id̪um# | *#n̪ˈet̪ed̪o# | *#n̪ˈet̪# {GOLD: #n̪ˈɛðew#}
516    | #kˈupid̪um# | *#kˈoped̪o# | *#kˈopt̪# {GOLD: #kuβɔw#}
517    | #bˈifid̪um# | *#bˈefed̪o# | *#bˈeft̪# {GOLD: #bˈifi#}
518    | #rˈan̪kid̪um# | *#rˈɑŋced̪o# | *#rˈaŋsəw# {GOLD: #rˈan̪si#}
519    | #t̪ˈepid̪um# | *#t̪ˈɛped̪o# | *#t̪ˈept̪# {GOLD: #t̪ˈɛβi#}
520    | #n̪ˈubilum# | *#n̪ˈoβelo# | *#n̪ˈowl# {GOLD: #n̪ˈuβul#}
521    | #mˈuɡilem# | *#mˈoɡlɛ# | *#mˈoʎə# {GOLD: #mˈuʒul#}
522    | #pˈampulum# | *#pˈɑmplo# | *#pˈamblu# {GOLD: #pˈampul#}
523    | #ˌakrˈipʰolum# | *#ˌɑkrˈepɔlo# | *#əɣrˈeʎ# {GOLD: #ɡɾˈɛβul#}
524    | #ˌapˈost̪olum# | *#ˌɑpˈɔsklo# | *#əβˈɔʃʎu# {GOLD: #əpˈɔst̪ul#}
525    | #kˈirkulum# | *#cˈerklo# | *#sˈɛrʎu# {GOLD: #sˈɛrkul#}
526    | #ˈawun̪kulum# | *#ˈɑoŋkolo# | *#ˈauŋkul# {GOLD: #ˈoŋklə#}
527    | #sˈubt̪ulum# | *#sˈobklo# | *#sˈoβʎu# {GOLD: #sˈɔt̪il#}
528    | #ˈan̪ɡelum# | *#ˈɑŋɟɛlo# | *#ˈaɲl# {GOLD: #ˈaɲʒəl#}
529    | #ˈan̪imam# | *#ˈɑn̪emɑ# | *#ˈarmə# {GOLD: #ˈan̪imə#}
530    | #lˈakrimam# | *#lˈɑkremɑ# | *#ʎˈaɣrəmə# {GOLD: #ʎˈaɣɾimə#}
531    | #sˌan̪kt̪ˈissimum# | *#sˌɑŋt̪ˈessemo# | *#səŋt̪ˈesəm# {GOLD: #sən̪t̪ˈisim#}
532    | #ˌalt̪ˈissimum# | *#ˌɑɫt̪ˈessemo# | *#əɫt̪ˈesəm# {GOLD: #əlt̪ˈisim#}
533    | #ˈut̪ilem# | *#ˈot̪elɛ# | *#ˈoʎ# {GOLD: #ˈut̪il#}
534    | #ˌad̪n̪ˈomin̪at̪# | *#ˌɑd̪n̪ˈɔmen̪ɑt̪# | *#əðrˈɔmn̪ə# {GOLD: #ən̪umˈɛn̪ə#}
535    | #kˈarrikat̪# | *#kˈɑrrekɑt̪# | *#kˈarəɣə# {GOLD: #kˈarəɣə#}
536    | #ɡˈemikat̪# | *#ɟˈɛmekɑt̪# | *#ʒˈɛmkə# {GOLD: #ʒəmˈeɣə#}
537    | #mˈast̪ikat̪# | *#mˈɑst̪ekɑt̪# | *#mˈast̪əɣə# {GOLD: #məst̪ˈɛɣə#}
538    | #mˈorsikat̪# | *#mˈɔrsekɑt̪# | *#mˈɔsəɣə# {GOLD: #musˈɛɣə#}
539    | #rˌewiːwˈiːskulat̪# | *#rˌɛβʷiβʷˈisklɑt̪# | *#rəβˈiʃʎə# {GOLD: #rəβiskˈɔlə#}
540    | #rˈot̪ulat̪# | *#rˈɔklɑt̪# | *#rˈɔʎə# {GOLD: #ruðˈulə#}
541    | #t̪rˈemulat̪# | *#t̪rˈɛmlɑt̪# | *#rˈɛmlə# {GOLD: #t̪ɾemˈulə#}
542    | #ˈapium# | *#ˈɑpʝo# | *#ˈaʒu# {GOLD: #ˈapi#}
543    | #ˈawium# | *#ˈɑʝo# | *#ˈai# {GOLD: #ˈaβi#}
544    | #hˈord̪eum# | *#hˈɔrɟʝo# | *#ˈɔrʃ# {GOLD: #ˈɔrd̪i#}
545    | #ˈoleum# | *#ˈɔlʝo# | *#ˈɔʎ# {GOLD: #ˈɔli#}
546    | #st̪ˈud̪ium# | *#ˌest̪ˈoʝʝo# | *#əst̪ˈoʒi# {GOLD: #əst̪ˈuði#}
547    | #wˈiːn̪eam# | *#βʷˈin̪ʝɑ# | *#bˈin̪ə# {GOLD: #bˈiɲə#}
548    | #kˈan̪t̪oː# | *#kˈɑn̪t̪o# | *#kˈan̪t̪# {GOLD: #kˈan̪#}
549    | #d̪ˈulkem# | *#d̪ˈoɫcɛ# | *#d̪ˈoɫs# {GOLD: #d̪ˈols#}
550    | #ˈakrum# | *#ˈɑkro# | *#ˈaɣrə# {GOLD: #ˈaɣɾə#}
551    | #mˈaskulum# | *#mˈɑsklo# | *#mˈaʃʎu# {GOLD: #mˈasklə#}
552    | #mˈed̪ikum# | *#mˈɛd̪eko# | *#mˈeðk# {GOLD: #mˈed͡ʒə#}
553    | #pˈauperum# | *#pˈɑopɛro# | *#pˈauβə# {GOLD: #pˈɔβɾə#}
554    | #rˈumpere# | *#rˈompɛrɛ# | *#rˈompə# {GOLD: #rˈompɾə#}
555    | #fˈerrum# | *#fˈɛrro# | *#fˈɛr# {GOLD: #fˈɛrə#}
556    | #t̪ˈurrem# | *#t̪ˈorrɛ# | *#t̪ˈor# {GOLD: #t̪ˈorə#}
557    | #wˈerrem# | *#βʷˈɛrrɛ# | *#bˈɛr# {GOLD: #vˈɛrə#}
558    | #d̪ˈeum# | *#d̪ˈɛo# | *#d̪ˈɛ# {GOLD: #d̪ˈew#}
559    | #mˈeum# | *#mˈɛo# | *#mˈɛ# {GOLD: #mˈew#}
560    | #plˈaken̪t̪# | *#plˈɑcɛn̪t̪# | *#plˈas# {GOLD: #plˈawən̪#}
561    | #kˈurrun̪t̪# | *#kˈorron̪t̪# | *#kˈorə# {GOLD: #kˈorən̪#}
562    | #bˈekkum# | *#bˈɛkko# | *#bˈeku# {GOLD: #bˈek#}
563    | #bˈoream# | *#bˈɔrʝɑ# | *#bˈujɾə# {GOLD: #bˈɔjɾə#}
564    | #fˈeːn̪um# | *#fˈen̪o# | *#fˈe# {GOLD: #fˈɛ#}
565    | #fˌiːkˈaːriam# | *#fˌikˈɑrʝɑ# | *#fiɣˈeɾə# {GOLD: #fiɣˈeɾə#}
566    | #fˌorˈaːt̪um# | *#fˌɔrˈɑt̪o# | *#fuɾˈat̪# {GOLD: #fuɾˈat#}
567    | #fˈiːbulam# | *#fˈiblɑ# | *#fˈiwlə# {GOLD: #siβˈeʎə#}
568    | #wˌalˈeːre# | *#βʷˌɑlˈerɛ# | *#bəlˈe# {GOLD: #bəlˈɛ#}
569    | #wˈokem# | *#βʷˈɔcɛ# | *#bˈɔs# {GOLD: #bˈɛw#}
570    | #wˌakˈiːwam# | *#βʷˌɑcˈiβʷɑ# | *#bəzˈiβə# {GOLD: #bəsˈiβə#}
571    | #wˈaɡin̪am# | *#βʷˈɑɡn̪ɑ# | *#bˈaɣn̪ə# {GOLD: #bˈajn̪ə#}
572    | #wˌeːrˈaːt̪rum# | *#βʷˌerˈɑt̪ro# | *#bəlˈa# {GOLD: #bəlˈaðɾə#}
573    | #wˌerrˈuːkam# | *#βʷˌɛrrˈukɑ# | *#bərˈuɣə# {GOLD: #bərˈuɣə#}
574    | #wˌerˈuin̪am# | *#βʷˌɛrˈoen̪ɑ# | *#bəɾˈuən̪ə# {GOLD: #bərˈin̪ə#}
575    | #wˈokit̪um# | *#βʷˈɔket̪o# | *#bˈɔkt̪# {GOLD: #bˈujt#}
576    | #wˌolwikˈaːre# | *#βʷˌɔɫwkˈɑrɛ# | *#buɫkˈa# {GOLD: #bulkˈa#}
577    | #ˌin̪wˌolwikˈaːre# | *#ˌen̪βʷˌɔɫwkˈɑrɛ# | *#in̪buɫkˈa# {GOLD: #əmbulikˈa#}
578    | #wˌerˈikulum# | *#βʷˌɛrˈeklo# | *#biɾˈeʎə# {GOLD: #furˈoʎ#}
579    | #wˌerwˈaːkt̪um# | *#βʷˌɛrβʷˈɑxt̪o# | *#birbˈet̪# {GOLD: #ɡwəɾˈɛt#}
580    | #t̪ˌaliˈaːre# | *#t̪ˌɑlʝˈɑrɛ# | *#t̪əʎˈa# {GOLD: #t̪əʎˈa#}
581    | #t̪ˈon̪d̪ere# | *#t̪ˈɔn̪d̪ɛrɛ# | *#t̪ˈɔn̪ə# {GOLD: #t̪ˈɔn̪d̪ɾə#}
582    | #t̪rˈin̪t̪am# | *#t̪rˈen̪t̪ɑ# | *#rˈɛn̪t̪ə# {GOLD: #t̪ɾˈɛn̪t̪ə#}
583    | #t̪ˈurd̪um# | *#t̪ˈord̪o# | *#t̪ˈort̪# {GOLD: #t̪ˈort#}
584    | #tʰesˈawrum# | *#tɛsˈɑwro# | *#təzˈɔ# {GOLD: #t̪ɾəzˈɔr#}
585    | #tʰˈiam# | *#tˈeɑ# | *#tˈɛə# {GOLD: #t̪ˈiə#}
586    | #tʰrˈiskan̪# | *#trˈeskɑ# | *#drˈeskə# {GOLD: #t̪ɾəskˈa#}
587    | #t̪hˈymum# | *#t̪ˈemo# | *#t̪ˈɛm# {GOLD: #t̪ˈem#}
588    | #d̪ˈamn̪um# | *#d̪ˈɑmn̪o# | *#d̪ˈan̪# {GOLD: #d̪ˈaɲ#}
589    | #d̪ˌeːfˈeːn̪sam# | *#d̪ˌefˈesɑ# | *#d̪ifˈezə# {GOLD: #d̪əβˈɛzə#}
590    | #d̪rˌakˈon̪em# | *#d̪rˌɑkˈɔn̪ɛ# | *#rəɣˈɔ# {GOLD: #d̪ɾəɣˈo#}
591    | #d̪ˈuːrum# | *#d̪ˈuro# | *#d̪ˈur# {GOLD: #d̪ˈu#}
592    | #sˈed̪ere# | *#sˈɛd̪ɛrɛ# | *#sˈeðr# {GOLD: #sˈɛwɾə#}
593    | #sˌin̪ɡulˈaːre# | *#sˌeŋɡolˈɑrɛ# | *#siŋɡulˈa# {GOLD: #səŋɡlˈa#}
594    | #sˈort̪em# | *#sˈɔrt̪ɛ# | *#sˈɔrt̪# {GOLD: #sˈɔrt#}
595    | #sˈuːberem# | *#sˈuβɛrɛ# | *#sˈuwr# {GOLD: #sˈuɾu#}
596    | #kˈan̪n̪am# | *#kˈɑn̪n̪ɑ# | *#kˈaɲə# {GOLD: #kˈaɲə#}
597    | #kˌan̪t̪ˈaːre# | *#kˌɑn̪t̪ˈɑrɛ# | *#kən̪t̪ˈa# {GOLD: #kən̪t̪ˈa#}
598    | #kˈoːd̪am# | *#kˈod̪ɑ# | *#kˈozə# {GOLD: #kˈoə#}
599    | #kˈuppam# | *#kˈoppɑ# | *#kˈopə# {GOLD: #kˈopə#}
600    | #kˈuːpum# | *#kˈupo# | *#kˈup# {GOLD: #kˈup#}
601    | #kˈepam# | *#cˈɛpɑ# | *#sˈeβə# {GOLD: #sˈɛβə#}
602    | #kˌirkˈaːre# | *#cˌerkˈɑrɛ# | *#səkˈa# {GOLD: #sərkˈa#}
603    | #kˌikˈaːlam# | *#cˌekˈɑlɑ# | *#səɣˈalə# {GOLD: #siɣˈalə#}
604    | #kˈilia# | *#cˈelʝɑ# | *#sˈeʎə# {GOLD: #sˈɛʎə#}
605    | #kˈin̪ɡula# | *#cˈeŋɡlɑ# | *#sˈeŋʎə# {GOLD: #sˈiŋɡlə#}
606    | #kiːwit̪ˈaːt̪em# | *#ciβʷet̪ˈɑt̪ɛ# | *#ʃiwt̪ˈat̪# {GOLD: #siwt̪ˈat#}
607    | #kˈikkum# | *#cˈekko# | *#sˈeku# {GOLD: #ʃˈik#}
608    | #kˌikˈoria# | *#cˌekˈɔrʝɑ# | *#səɣˈujɾə# {GOLD: #ʃikˈɔjɾə#}
609    | #ɡˈallum# | *#ɡˈɑllo# | *#ˈaʎ# {GOLD: #ɡˈaʎ#}
610    | #ɡˈut̪t̪am# | *#ɡˈot̪t̪ɑ# | *#ɡˈot̪ə# {GOLD: #ɡˈot̪ə#}
611    | #kˈat̪t̪um# | *#kˈɑt̪t̪o# | *#kˈat̪u# {GOLD: #ɡˈat#}
612    | #kˈaweam# | *#kˈɑʝɑ# | *#kˈaʒə# {GOLD: #ɡˈaβiə#}
613    | #ɡˈippum# | *#ɟˈeppo# | *#ʒˈepu# {GOLD: #ʒˈep#}
614    | #ɡˌin̪ɡˈiːwam# | *#ɟˌeŋɟˈiβʷɑ# | *#ʒiɲˈiβə# {GOLD: #ʒən̪ˈiβə#}
615    | #iˈakere# | *#ʝˈɑkrɛ# | *#ʒˈaɣrə# {GOLD: #ʒˈawɾə#}
616    | #iˈokum# | *#ʝˈɔko# | *#ʒˈɔk# {GOLD: #ʒˈɔk#}
617    | #iˈud̪ikem# | *#ʝˈod̪ecɛ# | *#ʒˈow# {GOLD: #ʒˈud͡ʒə#}
618    | #iˌeiˈuːn̪um# | *#ʝˌɛʝˈun̪o# | *#ʒiʒˈu# {GOLD: #d̪əʒˈu#}
619    | #iˌeiˈuːn̪ium# | *#ʝˌɛʝˈun̪ʝo# | *#ʒiʒˈun̪ə# {GOLD: #d̪əʒˈun̪i#}
620    | #iˌeiuːn̪ˈaːre# | *#ʝˌɛʝen̪ˈɑrɛ# | *#ʒiʒn̪ˈa# {GOLD: #d̪əʒun̪ˈa#}
621    | #mˈan̪um# | *#mˈɑn̪o# | *#mˈa# {GOLD: #mˈa#}
622    | #mˈorsum# | *#mˈɔrso# | *#mˈɔs# {GOLD: #mˈɔs#}
623    | #n̪ˈaːsum# | *#n̪ˈɑso# | *#n̪ˈas# {GOLD: #n̪ˈas#}
624    | #n̪ˈept̪am# | *#n̪ˈɛpt̪ɑ# | *#n̪ˈet̪ə# {GOLD: #n̪ˈet̪ə#}
625    | #n̪ˈiːd̪um# | *#n̪ˈid̪o# | *#n̪ˈiw# {GOLD: #n̪ˈiw#}
626    | #n̪ˈumerum# | *#n̪ˈomɛro# | *#ˈombr# {GOLD: #n̪ˈɔmbɾə#}
627    | #mˈespilam# | *#mˈɛspelɑ# | *#mˈespələ# {GOLD: #n̪ˈesplə#}
628    | #n̪ˌekˈuːn̪um# | *#n̪ˌɛkˈun̪o# | *#n̪əɣˈu# {GOLD: #n̪iŋɡˈu#}
629    | #rˈaːd̪ere# | *#rˈɑd̪ɛrɛ# | *#ˈaðr# {GOLD: #rˈawɾə#}
630    | #rˌekˈipere# | *#rˌɛcˈepɛrɛ# | *#rizˈepr# {GOLD: #rˈɛβɾə#}
631    | #rˈikkum# | *#rˈekko# | *#rˈeku# {GOLD: #rˈik#}
632    | #rˈut̪am# | *#rˈot̪ɑ# | *#rˈoðə# {GOLD: #rˈuðə#}
633    | #rˈan̪ot̪t̪am# | *#rˈɑn̪ɔt̪t̪ɑ# | *#rˈan̪t̪ə# {GOLD: #ɡɾən̪ˈɔt̪ə#}
634    | #lˈakum# | *#lˈɑko# | *#ʎˈak# {GOLD: #ʎˈak#}
635    | #lˌen̪t̪ˈikulam# | *#lˌɛn̪t̪ˈeklɑ# | *#ʎin̪t̪ˈeʎə# {GOLD: #ʎən̪t̪ˈiʎə#}
636    | #lˌiɡˈaːre# | *#lˌeɣˈɑrɛ# | *#ʎəɣˈa# {GOLD: #ʎiɣˈa#}
637    | #lˈut̪um# | *#lˈot̪o# | *#ʎˈot̪# {GOLD: #ʎˈot#}
638    | #lˈumen̪# | *#lˈomɛ# | *#ʎˈom# {GOLD: #ʎˈum#}
639    | #lˈun̪am# | *#lˈon̪ɑ# | *#ʎˈon̪ə# {GOLD: #ʎˈun̪ə#}
640    | #lˌuskin̪iˈolum# | *#lˌoscen̪ʝˈɔlo# | *#ʎusəɲˈɔl# {GOLD: #rusiɲˈɔl#}
641    | #lˌibˈellum# | *#lˌeβˈɛllo# | *#ʎiβˈɛʎ# {GOLD: #n̪iβˈeʎ#}
642    | #lˈiːn̪eam# | *#lˈin̪ʝɑ# | *#ʎˈin̪ə# {GOLD: #ʒˈiɲə#}
643    | #lˌabrˈellum# | *#lˌɑβrˈɛllo# | *#ʎəwrˈɛʎ# {GOLD: #ʒiβɾˈeʎ#}
644    | #ˌumbilˈiːkulum# | *#ˌombelˈiklo# | *#uməɾˈilə# {GOLD: #ʎumbɾˈiɣul#}
645    | #rˈiːpam# | *#rˈipɑ# | *#rˈiβə# {GOLD: #rˈiβə#}
646    | #ˌapˈikulam# | *#ˌɑpˈeklɑ# | *#əβˈeʎə# {GOLD: #əβˈɛʎə#}
647    | #sˌaːpˈoːn̪em# | *#sˌɑpˈon̪ɛ# | *#sˈo# {GOLD: #səβˈo#}
648    | #fˈabam# | *#fˈɑβɑ# | *#fˈaβə# {GOLD: #fˈaβə#}
649    | #ɡlˈebam# | *#ɡlˈɛβɑ# | *#ɡlˈeβə# {GOLD: #ɡlˈɛβə#}
650    | #ˌabˈeːt̪em# | *#ˌɑβˈet̪ɛ# | *#əβˈet̪# {GOLD: #əβˈɛt̪#}
651    | #rˌubˈikulum# | *#rˌoβˈeklo# | *#ruβˈeʎə# {GOLD: #ruβˈɛʎ#}
652    | #pˌakifikˈaːre# | *#pˌɑcefekˈɑrɛ# | *#pəskˈa# {GOLD: #əpəjβəɣˈa#}
653    | #kˌawˈaːre# | *#kˌɑβʷˈɑrɛ# | *#kəβˈa# {GOLD: #kəβˈa#}
654    | #flˌabˈuːt̪am# | *#flˌɑβˈut̪ɑ# | *#flˈuðə# {GOLD: #flˈawt̪ə#}
655    | #sˌabˈuːkum# | *#sˌɑβˈuko# | *#sˈuk# {GOLD: #səˈuk#}
656    | #sabˈurram# | *#sɑβˈorrɑ# | *#sˈorə# {GOLD: #sˈorə#}
657    | #fˈat̪am# | *#fˈɑt̪ɑ# | *#fˈaðə# {GOLD: #fˈaðə#}
658    | #klˈet̪am# | *#klˈɛt̪ɑ# | *#klˈeðə# {GOLD: #klˈɛðə#}
659    | #kˌat̪hˈed̪ram# | *#kˌɑt̪ˈɛd̪rɑ# | *#kəðˈɛɾə# {GOLD: #kəðˈiɾə#}
660    | #lˌot̪ˈoːn̪em# | *#lˌɔt̪ˈon̪ɛ# | *#ʎuðˈo# {GOLD: #ʎəðˈo#}
661    | #krˌat̪ˈeːllas# | *#krˌɑt̪ˈellɑs# | *#ɡrəðˈeʎəs# {GOLD: #ɡɾəˈeʎəs#}
662    | #krˌat̪ˈaːlem# | *#krˌɑt̪ˈɑlɛ# | *#ɡrəðˈal# {GOLD: #ɡɾeˈalə#}
663    | #pˌat̪ˈeːllam# | *#pˌɑt̪ˈellɑ# | *#pəðˈeʎə# {GOLD: #pəˈeʎə#}
664    | #kwˌat̪ˈern̪um# | *#kwˌɑt̪ˈɛrn̪o# | *#kwəðˈɛ# {GOLD: #kwəðˈern̪#}
665    | #spˈatʰam# | *#ˌespˈɑtɑ# | *#əspˈaðə# {GOLD: #əspˈazə#}
666    | #t̪rˌit̪ˈaːre# | *#t̪rˌet̪ˈɑrɛ# | *#rəðˈa# {GOLD: #t̪ɾiˈa#}
